id,filename,yes,homeowner,rep_share,iBlackShare,iLatinoShare,iBAshare,logpop,logincome_revised,iLogTaxPerCap,IDcity,year
2111,2008-Yuba-Marysville-O-Impartial.txt,36.8,0.4552,0.0747,0.0416,0.2286,0.1085,4.0894,4.6513,2.5992,254,2008
2112,1996-Yuba-Wheatland-L-Impartial.txt,42,0.603,0.0686,0.0095,0.1791,0.1169,3.3284,4.53,2.113,466,1996
2113,2004-Yuba-Wheatland-E-Impartial.txt,59.9,0.5989,0.1869,0.0102,0.1991,0.1165,3.5077,4.73,1.9965,466,2004
2114,2006-Yuba-Wheatland-M-Impartial.txt,65.5,0.5997,0.1615,0.0098,0.1926,0.1179,3.5439,4.7522,2.333,466,2006
2115,2010-Yuba-Wheatland-S-Impartial.txt,53.7,0.6021,0.1415,0.009,0.1794,0.1208,3.5386,4.8163,2.3064,466,2010
2124,2007-Alameda-Emeryville-A-Impartial.txt,85.9,0.3589,-0.3769,0.1772,0.0912,0.6342,3.9454,4.9746,3.3996,130,2007
2159,2006-Butte-Gridley-C3-Impartial.txt,77.2,0.5733,0.0536,0.0045,0.4279,0.0887,3.7774,4.5981,2.487,165,2006
2160,1998-Butte-Gridley-E-Impartial.txt,62.2,0.5708,0.0726,0.0035,0.3617,0.0754,3.7151,4.4472,2.2543,165,1998
2172,1996-Calaveras-CityofAngels-B-Impartial.txt,44.3,0.6834,0.0381,0.002,0.071,0.1341,3.4513,4.546,2.3563,12,1996
2182,2010-ContraCosta-Antioch-P-Impartial.txt,48.2,0.6733,-0.1811,0.1665,0.3168,0.2012,5.0102,4.8669,2.4344,13,2010
2183,1998-ContraCosta-Brentwood-M-Impartial.txt,49.9,0.761,0.0085,0.0203,0.289,0.1953,4.207,4.8078,2.2208,48,1998
2185,2002-ContraCosta-Brentwood-D-Impartial.txt,62.7,0.8064,0.0103,0.0314,0.2789,0.2236,4.4729,4.8963,2.2649,48,2002
2188,1996-ContraCosta-ElCerrito-G-Impartial.txt,66.7,0.6214,-0.2202,0.0859,0.0741,0.5211,4.358,4.7491,2.533,125,1996
2189,1996-ContraCosta-ElCerrito-H-Impartial.txt,41,0.6214,-0.2202,0.0859,0.0741,0.5211,4.358,4.7491,2.533,125,1996
2190,2000-ContraCosta-ElCerrito-A-Impartial.txt,67,0.6101,-0.3024,0.0833,0.0793,0.5599,4.3649,4.8413,2.6063,125,2000
2191,2001-ContraCosta-Hercules-E-Impartial.txt,56.3,0.8401,-0.2469,0.1833,0.1118,0.3632,4.2953,4.9208,2.1871,176,2001
2192,2001-ContraCosta-Hercules-F-Impartial.txt,59,0.8401,-0.2469,0.1833,0.1118,0.3632,4.2953,4.9208,2.1871,176,2001
2193,2002-ContraCosta-Hercules-N-Impartial.txt,54.4,0.8374,-0.2547,0.1835,0.1156,0.3673,4.3,4.9251,2.2202,176,2002
2194,1998-ContraCosta-Lafayette-V-Impartial.txt,45.1,0.7661,-0.0151,0.0054,0.0381,0.6615,4.3725,5.0208,2.3038,212,1998
2195,2002-ContraCosta-Lafayette-F-Impartial.txt,61.7,0.7679,-0.0864,0.0056,0.0432,0.6865,4.3844,5.0996,2.3767,212,2002
2196,2001-ContraCosta-Orinda-H-Impartial.txt,75.6,0.9166,-0.0609,0.0049,0.0332,0.7423,4.2484,5.1352,2.357,299,2001
2197,2008-ContraCosta-Orinda-E-Impartial.txt,57.4,0.9274,-0.1486,0.0074,0.043,0.7652,4.2391,5.3157,2.5968,299,2008
2199,1996-ContraCosta-Pittsburg-I-Impartial.txt,68.2,0.6196,-0.0682,0.1788,0.2882,0.1457,4.7122,4.6677,2.2008,321,1996
2201,2001-ContraCosta-Richmond-M-Impartial.txt,48.5,0.5337,-0.3593,0.3459,0.2782,0.2281,5,4.6812,2.7913,346,2001
2202,2002-ContraCosta-Richmond-J-Impartial.txt,54.8,0.5341,-0.3652,0.3363,0.2911,0.2326,5.0015,4.6903,2.8047,346,2002
2203,2004-ContraCosta-Richmond-Q-Impartial.txt,59.8,0.5372,-0.3769,0.317,0.317,0.2415,5.0031,4.7554,2.8761,346,2004
2204,2005-ContraCosta-Richmond-Q-Impartial.txt,34.9,0.5391,-0.3706,0.3074,0.3299,0.2459,5.0047,4.7901,2.9322,346,2005
2205,1996-ContraCosta-SanRamon-K-Impartial.txt,69.7,0.7001,0.0585,0.0192,0.0668,0.4878,4.6011,4.9205,2.5146,385,1996
2314,1996-Fresno-OrangeCove-H-Impartial.txt,58.7,0.4883,-0.2407,0.0012,0.8876,0.0173,3.822,4.2796,1.7678,298,1996
2316,1996-Fresno-Parlier-I-Impartial.txt,63,0.5508,-0.3358,0.0005,0.9702,0.0195,3.9701,4.3029,1.5109,312,1996
2317,2008-Fresno-Parlier-S-Impartial.txt,75.6,0.4508,-0.2594,0.0009,0.9742,0.0363,4.1431,4.5472,2.0884,312,2008
2318,1996-Fresno-Reedley-J-Impartial.txt,75.8,0.5905,0.1278,0.0024,0.6385,0.1281,4.2803,4.484,2.0674,344,1996
2320,2000-Fresno-SanJoaquin-B-Impartial.txt,5.8,0.4943,-0.2812,0.0003,0.9199,0.0285,3.5145,4.4055,1.8375,374,2000
2330,2002-Humboldt-Eureka-X-Impartial.txt,51.2,0.4648,-0.0882,0.0159,0.0853,0.1804,4.4202,4.5541,2.648,135,2002
2331,2006-Humboldt-Eureka-U-Impartial.txt,51.6,0.4649,-0.1178,0.0171,0.1004,0.2039,4.4275,4.6637,2.7844,135,2006
2332,2008-Humboldt-Eureka-D-Impartial.txt,63.5,0.465,-0.1213,0.0177,0.108,0.2157,4.4289,4.7061,2.81,135,2008
2333,2008-Humboldt-Eureka-E-Impartial.txt,56.7,0.465,-0.1213,0.0177,0.108,0.2157,4.4289,4.7061,2.81,135,2008
2334,2010-Humboldt-Eureka-O-Impartial.txt,54.7,0.465,-0.1396,0.0183,0.1156,0.2275,4.4344,4.7049,2.7617,135,2010
2335,2004-Humboldt-Ferndale-P-Impartial.txt,58.1,0.6733,0.0522,0.002,0.0481,0.2866,3.1556,4.8047,2.3679,140,2004
2336,1998-Humboldt-Fortuna-G-Impartial.txt,48.9,0.6221,0.0814,0.0041,0.094,0.136,4.0136,4.5671,2.1565,147,1998
2337,2002-Humboldt-Fortuna-W-Impartial.txt,67.2,0.6222,0.0615,0.0042,0.1177,0.1525,4.0357,4.6019,2.2309,147,2002
2354,1996-Imperial-Holtville-C-Impartial.txt,52.2,0.5971,0.0294,0.0031,0.6929,0.0833,3.7434,4.4437,2.1068,183,1996
2356,2008-Imperial-Holtville-C-Impartial.txt,58.3,0.5359,-0.0111,0.0035,0.8021,0.0955,3.7695,4.5917,2.3068,183,2008
2358,1996-Imperial-Westmorland-D-Impartial.txt,19.4,0.518,-0.1067,0.0089,0.7823,0.0321,3.2753,4.4063,2.366,465,1996
2368,1998-Kern-Ridgecrest-K-Impartial.txt,20.9,0.6241,0.212,0.0333,0.1122,0.2485,4.4166,4.7047,2.1371,347,1998
2389,2004-Kern-Ridgecrest-Q-Impartial.txt,35.2,0.6256,0.2142,0.0354,0.1438,0.2447,4.4264,4.7627,2.2288,347,2004
2396,2004-Lassen-Susanville-H-Impartial.txt,55.4,0.539,0.1733,0.1239,0.1884,0.1195,4.2582,4.7188,2.2094,426,2004
2425,1996-LosAngeles-Avalon-Q-Impartial.txt,48.8,0.2691,0.0352,0.0029,0.4361,0.1822,3.5041,4.5741,2.921,24,1996
2427,2008-LosAngeles-Avalon-Z-Impartial.txt,25.3,0.3041,-0.03,0.0029,0.538,0.2112,3.5603,4.8148,3.1771,24,2008
2429,2009-LosAngeles-BeverlyHills-P-Impartial.txt,20.3,0.4391,-0.0571,0.0209,0.0558,0.5871,4.5326,5.048,3.5567,39,2009
2430,1997-LosAngeles-Burbank-A-Impartial.txt,66.6,0.4461,-0.0518,0.0182,0.2419,0.2717,4.9882,4.6943,2.6975,52,1997
2431,2005-LosAngeles-Carson-A-Impartial.txt,41,0.7696,-0.2276,0.2419,0.3677,0.2121,4.9742,4.8119,2.6422,67,2005
2432,2004-LosAngeles-Cudahy-P-Impartial.txt,76.9,0.1759,-0.2836,0.0078,0.9488,0.032,4.3922,4.5311,2.002,100,2004
2436,2002-LosAngeles-Gardena-L-Impartial.txt,52.8,0.4725,-0.2322,0.2514,0.3298,0.1768,4.7715,4.6703,2.6124,156,2002
2441,1997-LosAngeles-Hawthorne-A-Impartial.txt,40.3,0.2571,-0.1957,0.3079,0.4032,0.1358,4.8994,4.547,2.4376,172,1997
2443,1997-LosAngeles-Inglewood-97A-Impartial.txt,32.6,0.363,-0.3542,0.4753,0.4379,0.1381,5.0432,4.5354,2.566,193,1997
2446,2005-LosAngeles-LaVerne-S-Impartial.txt,51.7,0.7742,0.0703,0.0314,0.2707,0.3162,4.5011,4.9057,2.5554,211,2005
2453,1996-LosAngeles-SierraMadre-FF-Impartial.txt,55.8,0.6156,0.0607,0.0098,0.0988,0.458,4.0191,4.8173,2.4123,408,1996
2454,2005-LosAngeles-SierraMadre-F-Impartial.txt,50.1,0.6143,-0.0439,0.0141,0.1244,0.5362,4.039,5.0124,2.6097,408,2005
2455,2005-LosAngeles-SouthGate-S-Impartial.txt,28.1,0.4557,-0.2855,0.0064,0.9338,0.0581,4.9888,4.6124,2.2914,417,2005
2456,2005-LosAngeles-SouthPasadena-L-Impartial.txt,83.6,0.4494,-0.1536,0.0289,0.1734,0.6008,4.4044,4.9522,2.6186,419,2005
2458,2004-LosAngeles-Walnut-L-Impartial.txt,39.1,0.8912,-0.0273,0.0355,0.1925,0.4409,4.4796,4.9656,2.1116,454,2004
2487,2000-Marin-Belvedere-B-Impartial.txt,96.1,0.75,0.018,0.0009,0.0216,0.754,3.3274,5.2686,2.918,36,2000
2565,1998-Marin-Fairfax-F-Impartial.txt,72.2,0.6085,-0.3114,0.011,0.0554,0.4756,3.8579,4.7957,2.4839,137,1998
2566,2002-Marin-Fairfax-D-Impartial.txt,73,0.6161,-0.3647,0.0112,0.0592,0.5143,3.8644,4.8531,2.6042,137,2002
2567,2006-Marin-Fairfax-C-Impartial.txt,76.1,0.6689,-0.3762,0.0125,0.0635,0.5661,3.8603,5.2128,2.818,137,2006
2568,2010-Marin-Fairfax-D-Impartial.txt,74.5,0.6437,-0.3725,0.0138,0.0677,0.618,3.8716,5.0771,2.8577,137,2010
2572,1998-Marin-SanAnselmo-I-Impartial.txt,72.4,0.6639,-0.2583,0.0098,0.0422,0.5657,4.0873,4.8929,2.5842,362,1998
2573,2002-Marin-SanAnselmo-H-Impartial.txt,73.4,0.6676,-0.3211,0.0099,0.0448,0.5913,4.0895,4.9449,2.7103,362,2002
2574,2006-Marin-SanAnselmo-G-Impartial.txt,77.8,0.6699,-0.3395,0.0089,0.0515,0.5947,4.0829,5.1331,2.8804,362,2006
2622,2008-Merced-Guistine-N-Impartial.txt,48.5,0.6908,-0.0169,0.008,0.4715,0.0613,3.7275,4.6602,2.5101,168,2008
2623,2009-Merced-Gustine-B-Impartial.txt,51.9,0.6898,-0.0168,0.0085,0.4865,0.0572,3.7334,4.6601,2.4654,168,2009
2627,2006-Modoc-Alturas-I-Impartial.txt,60.1,0.5983,0.1502,0.0039,0.1212,0.1627,3.4522,4.5954,2.5888,7,2006
2628,2006-Modoc-Alturas-J-Impartial.txt,73.9,0.5983,0.1502,0.0039,0.1212,0.1627,3.4522,4.5954,2.5888,7,2006
2629,2008-Modoc-Alturas-K-Impartial.txt,48,0.5903,0.1548,0.0044,0.122,0.181,3.4504,4.6504,2.9201,7,2008
2630,2010-Modoc-Alturas-O-Impartial.txt,79.5,0.5887,0.1632,0.005,0.1227,0.1994,3.4513,4.6605,2.8015,7,2010
2661,2004-Monterey-Greenfield-J-Impartial.txt,19.6,0.5892,-0.2368,0.0087,0.8925,0.0514,4.0998,4.6252,1.9737,164,2004
2666,2004-Monterey-King-G-Impartial.txt,27.2,0.5087,-0.0828,0.0024,0.8326,0.0722,4.072,4.6074,2.3704,201,2004
2668,2005-Monterey-King-K-Impartial.txt,51.2,0.5058,-0.0983,0.0027,0.8397,0.0703,4.0692,4.6378,2.4315,201,2005
2671,2000-Monterey-SandCity-F-Impartial.txt,58.6,0.3625,-0.2685,0.0498,0.2759,0.1304,2.4166,4.574,4.0472,386,2000
2674,2008-Monterey-Seaside-R-Impartial.txt,58.2,0.4574,-0.2314,0.0873,0.4165,0.1799,4.514,4.792,2.7203,403,2008
2708,2000-Nevada-NevadaCity-I-Impartial.txt,53.3,0.6047,-0.1016,0.004,0.0347,0.3574,3.4765,4.6641,2.8655,284,2000
2709,2002-Nevada-NevadaCity-K-Impartial.txt,71.4,0.5999,-0.1233,0.0049,0.0411,0.3576,3.4786,4.6793,2.8733,284,2002
2721,2004-Orange-FountainValley-J-Impartial.txt,38.4,0.7325,0.1412,0.0098,0.1165,0.3562,4.7404,4.922,2.5188,149,2004
2726,1998-Orange-Westminster-G-Impartial.txt,77.2,0.6107,0.0691,0.009,0.2117,0.1812,4.9291,4.699,2.3854,464,1998
2733,1996-Placer-Auburn-R-Impartial.txt,46,0.5624,0.081,0.0048,0.053,0.2716,4.0854,4.7153,2.5221,23,1996
2756,1998-Riverside-DesertHotSprings-AA-Impartial.txt,48.1,0.4637,-0.0406,0.0533,0.364,0.0897,4.2085,4.4446,2.1715,111,1998
2757,1999-Riverside-DesertHotSprings-D-Impartial.txt,68.6,0.4669,-0.0449,0.0552,0.384,0.0894,4.215,4.4521,2.1871,111,1999
2758,2000-Riverside-DesertHotSprings-E-Impartial.txt,79.2,0.4721,-0.0492,0.0571,0.404,0.0891,4.2196,4.4642,2.2711,111,2000
2759,2000-Riverside-DesertHotSprings-F-Impartial.txt,79,0.4721,-0.0492,0.0571,0.404,0.0891,4.2196,4.4642,2.2711,111,2000
2760,2003-Riverside-DesertHotSprings-C-Impartial.txt,67.6,0.4875,-0.0254,0.0625,0.4406,0.1004,4.2322,4.5562,2.3502,111,2003
2761,2007-Riverside-DesertHotSprings-J-Impartial.txt,65.7,0.5129,-0.061,0.0697,0.4895,0.1153,4.3824,4.6753,2.551,111,2007
2762,2009-Riverside-DesertHotSprings-A-Impartial.txt,74.8,0.5031,-0.0902,0.0733,0.5139,0.1228,4.4098,4.6334,2.5618,111,2009
2763,2010-Riverside-DesertHotSprings-G-Impartial.txt,82.6,0.5025,-0.105,0.0751,0.5261,0.1266,4.4139,4.6304,2.5094,111,2010
2769,1997-Riverside-PalmSprings-HH-Impartial.txt,56,0.5968,0.0056,0.0394,0.2221,0.2471,4.6203,4.5917,2.8532,306,1997
2770,1999-Riverside-PalmSprings-W-Impartial.txt,46.5,0.6043,-0.0571,0.0384,0.2322,0.2595,4.6273,4.6348,2.8824,306,1999
2772,2001-Riverside-PalmSprings-E-Impartial.txt,71.2,0.6072,-0.1008,0.0382,0.2388,0.272,4.6337,4.6688,2.9253,306,2001
2791,1996-Sacramento-Isleton-M-Impartial.txt,69.1,0.6324,-0.1261,0.0135,0.2485,0.0876,2.9096,4.4917,2.3195,197,1996
2800,1996-SanBenito-Hollister-F-Impartial.txt,33,0.6052,-0.0862,0.0087,0.5549,0.1366,4.4368,4.6552,2.1248,182,1996
2808,1998-SanBernardino-Fontana-K-Impartial.txt,47.8,0.669,-0.1092,0.1074,0.534,0.1009,5.0633,4.6458,2.2319,144,1998
2812,2010-SanBernardino-Ontario-V-Impartial.txt,48.1,0.5886,-0.113,0.0586,0.6899,0.1536,5.2146,4.7839,2.8018,296,2010
2838,1996-SanDiego-LemonGrove-G-Impartial.txt,35,0.5658,-0.0244,0.0998,0.2506,0.1414,4.383,4.5917,2.2431,225,1996
2875,2002-SanJoaquin-Manteca-Q-Impartial.txt,60.4,0.6319,0.0518,0.0297,0.2763,0.1188,4.7387,4.7309,2.3209,250,2002
2896,1997-SanMateo-EastPaloAlto-I-Impartial.txt,59.7,0.4415,-0.3634,0.282,0.5206,0.1213,4.446,4.5592,2.1708,121,1997
2897,1997-SanMateo-EastPaloAlto-J-Impartial.txt,60.4,0.4415,-0.3634,0.282,0.5206,0.1213,4.446,4.5592,2.1708,121,1997
2898,1998-SanMateo-EastPaloAlto-A-Impartial.txt,59.2,0.4399,-0.3766,0.263,0.543,0.1163,4.456,4.5814,2.0982,121,1998
2935,1996-SantaClara-Saratoga-L-Impartial.txt,49.7,0.896,0.0852,0.0039,0.0322,0.6405,4.4602,5.0521,2.2233,399,1996
2998,2005-Solano-Vacaville-G-Impartial.txt,53.7,0.6653,0.012,0.0987,0.2037,0.2022,4.9729,4.8911,2.5679,447,2005
3006,1996-Sonoma-RohnertPark-M-Impartial.txt,56.5,0.5679,-0.1143,0.0216,0.1172,0.2357,4.6004,4.6904,2.351,354,1996
3009,2002-Stanislaus-Ceres-A-Impartial.txt,44.9,0.6637,0.0156,0.0249,0.4152,0.085,4.5574,4.6563,2.2985,69,2002
3012,2004-Stanislaus-Oakdale-A-Impartial.txt,38.9,0.6231,0.1434,0.0053,0.2248,0.1243,4.2413,4.7384,2.4556,291,2004
3013,2004-Stanislaus-Patterson-B-Impartial.txt,73.7,0.6868,-0.0456,0.0328,0.5763,0.1135,4.1424,4.7605,2.1711,314,2004
3015,2010-Stanislaus-Riverbank-G-Impartial.txt,40.6,0.7514,-0.0184,0.0181,0.5213,0.1333,4.3556,4.7742,2.4181,351,2010
3062,2004-Tulare-Farmersville-U-Impartial.txt,63.7,0.6284,0.0079,0.002,0.7674,0.0214,3.9843,4.5116,1.84,139,2004
3063,2004-Tulare-Farmersville-V-Impartial.txt,51.6,0.6284,0.0079,0.002,0.7674,0.0214,3.9843,4.5116,1.84,139,2004
3064,2005-Tulare-Farmersville-G-Impartial.txt,46.1,0.6221,-0.0181,0.0019,0.7792,0.0218,3.9994,4.5166,2.0956,139,2005
3065,2004-Tulare-Woodlake-X-Impartial.txt,58.7,0.5079,-0.0674,0.0015,0.8536,0.0397,3.831,4.4394,2.0171,474,2004
3084,1998-Ventura-Fillmore-D-Impartial.txt,30.1,0.6273,-0.0492,0.0016,0.6516,0.1125,4.1251,4.6399,1.9195,141,1998
3089,1998-Ventura-SantaPaula-L-Impartial.txt,37.7,0.5798,-0.0948,0.0024,0.6873,0.0889,4.446,4.6248,2.0971,396,1998
3090,2002-Ventura-SantaPaula-E-Impartial.txt,55.2,0.5726,-0.1062,0.0026,0.7285,0.0909,4.4568,4.6638,2.1501,396,2002
3091,2004-Ventura-SantaPaula-J-Impartial.txt,39.2,0.5514,-0.0985,0.0027,0.745,0.0956,4.4583,4.6949,2.19,396,2004
3102,2002-Yolo-Woodland-G-Impartial.txt,29.2,0.5842,0.0186,0.0111,0.4054,0.1894,4.7079,4.7008,2.5853,475,2002
